"CountryState";"Binomial";"IntrodDate"
"PUERTO RICO";"Colinus virginianus";1860
"PUERTO RICO";"Columba livia";1981
"PUERTO RICO";"Estrilda astrild";1960
"PUERTO RICO";"Estrilda melpoda";1830
"PUERTO RICO";"Estrilda troglodytes";1960
"PUERTO RICO";"Euplectes afer";1965
"PUERTO RICO";"Euplectes aureus";1960
"PUERTO RICO";"Euplectes franciscanus";1960
"PUERTO RICO";"Euplectes orix";1971
"PUERTO RICO";"Gallus gallus";1998
"PUERTO RICO";"Gracula religiosa";1960
"PUERTO RICO";"Icterus icterus";1877
"PUERTO RICO";"Lonchura atricapilla";2000
"PUERTO RICO";"Lonchura cantans";1960
"PUERTO RICO";"Lonchura cucullata";1529
"PUERTO RICO";"Lonchura malabarica";1960
"PUERTO RICO";"Lonchura malacca";1960
"PUERTO RICO";"Lonchura punctulata";1960
"PUERTO RICO";"Melopsittacus undulatus";1998
"PUERTO RICO";"Molothrus bonariensis";1859
"PUERTO RICO";"Myiopsitta monachus";1955
"PUERTO RICO";"Nandayus nenday";1970
"PUERTO RICO";"Numida meleagris";1836
"PUERTO RICO";"Padda oryzivora";1960
"PUERTO RICO";"Paroaria coronata";2005
"PUERTO RICO";"Passer domesticus";1969
"PUERTO RICO";"Psittacula krameri";2005
"PUERTO RICO";"Serinus canaria";1981
"PUERTO RICO";"Serinus mozambicus";1960
"PUERTO RICO";"Sicalis flaveola";1960
"PUERTO RICO";"Streptopelia risoria";1979
"PUERTO RICO";"Streptopelia roseogrisea";2006
"PUERTO RICO";"Vidua macroura";1960
"QATAR";"Acridotheres tristis";1996
"QATAR";"Columba livia";1996
"QATAR";"Corvus splendens";1993
"QATAR";"Psittacula krameri";2005
"QATAR";"Pycnonotus cafer";1967
"QATAR";"Streptopelia decaocto";1965
"REUNION";"Acridotheres tristis";1762
"REUNION";"Amandava amandava";1650
"REUNION";"Columba livia";1800
"REUNION";"Coturnix chinensis";1820
"REUNION";"Coturnix coturnix";1859
"REUNION";"Coturnix japonica";2002
"REUNION";"Estrilda astrild";1650
"REUNION";"Foudia madagascariensis";1760
"REUNION";"Francolinus pondicerianus";1750
"REUNION";"Gallus gallus";1890
"REUNION";"Geopelia striata";1789
"REUNION";"Leiothrix lutea";1975
"REUNION";"Lonchura punctulata";1650
"REUNION";"Margaroperdix madagascariensis";1840
"REUNION";"Nesoenas picturata";1850
"REUNION";"Passer domesticus";1844
"REUNION";"Perdicula asiatica";1845
"REUNION";"Phasianus colchicus";2005
"REUNION";"Ploceus cucullatus";1880
"REUNION";"Psittacula krameri";2003
"REUNION";"Pycnonotus jocosus";1968
"REUNION";"Serinus canicollis";1750
"REUNION";"Serinus mozambicus";1750
"REUNION";"Streptopelia risoria";1995
"REUNION";"Turnix nigricollis";1963
"REUNION";"Vidua macroura";1987
"ROMANIA";"Columba livia";1996
"ROMANIA";"Phasianus colchicus";1650
"RUSSIAN FEDERATION";"Acridotheres tristis";1977
"RUSSIAN FEDERATION";"Branta canadensis";1985
"RUSSIAN FEDERATION";"Columba livia";1996
"RUSSIAN FEDERATION";"Phasianus colchicus";1998
"SAINT HELENA";"Acridotheres tristis";1815
"SAINT HELENA";"Alectoris chukar";1531
"SAINT HELENA";"Alectoris graeca";1981
"SAINT HELENA";"Columba livia";1577
"SAINT HELENA";"Estrilda astrild";1773
"SAINT HELENA";"Foudia madagascariensis";1673
"SAINT HELENA";"Francolinus afer";1851
"SAINT HELENA";"Gallinula chloropus";1981
"SAINT HELENA";"Geopelia striata";1770
"SAINT HELENA";"Mimus polyglottos";1992
"SAINT HELENA";"Numida meleagris";1981
"SAINT HELENA";"Padda oryzivora";1770
"SAINT HELENA";"Passer domesticus";1985
"SAINT HELENA";"Phasianus colchicus";1513
"SAINT HELENA";"Serinus flaviventris";1770
"SAINT KITTS AND NEVIS";"Columba livia";2005
"SAINT KITTS AND NEVIS";"Quiscalus lugubris";1910
"SAINT KITTS AND NEVIS";"Streptopelia decaocto";1998
"SAINT LUCIA";"Columba livia";2005
"SAINT LUCIA";"Molothrus bonariensis";2005
"SAINT LUCIA";"Sicalis luteola";1920
"SAINT PIERRE AND MIQUELON";"Passer domesticus";2005
"SAINT VINCENT AND THE GRENADINES";"Colinus cristatus";1994
"SAINT VINCENT AND THE GRENADINES";"Columba livia";2005
"SAINT VINCENT AND THE GRENADINES";"Gallus gallus";1960
"SAINT VINCENT AND THE GRENADINES";"Icterus icterus";1981
"SAINT VINCENT AND THE GRENADINES";"Molothrus bonariensis";1924
"SAINT VINCENT AND THE GRENADINES";"Ortalis ruficauda";1960
"SAINT VINCENT AND THE GRENADINES";"Sicalis luteola";1920
"SAMOA";"Acridotheres fuscus";1965
"SAMOA";"Acridotheres tristis";1981
"SAMOA";"Columba livia";1985
"SAMOA";"Gallus gallus";1985
"SAMOA";"Pycnonotus cafer";1943
"SAMOA";"Stigmatopelia chinensis";2001
"SAN MARINO";"Columba livia";1996
"SAO TOME AND PRINCIPE";"Estrilda astrild";1955
"SAO TOME AND PRINCIPE";"Euplectes albonotatus";1982
"SAO TOME AND PRINCIPE";"Euplectes aureus";1982
"SAO TOME AND PRINCIPE";"Ploceus cucullatus";1962
"SAO TOME AND PRINCIPE";"Ploceus velatus";2010
"SAO TOME AND PRINCIPE";"Psittacus erithacus";1982
"SAO TOME AND PRINCIPE";"Serinus mozambicus";1968
"SAO TOME AND PRINCIPE";"Stigmatopelia senegalensis";1905
"SAO TOME AND PRINCIPE";"Uraeginthus angolensis";1982
"SAUDI ARABIA";"Acridotheres tristis";1984
"SAUDI ARABIA";"Amandava amandava";1982
"SAUDI ARABIA";"Anas clypeata";1995
"SAUDI ARABIA";"Anas platyrhynchos";1955
"SAUDI ARABIA";"Columba livia";1996
"SAUDI ARABIA";"Corvus splendens";1975
"SAUDI ARABIA";"Lonchura malabarica";2010
"SAUDI ARABIA";"Ploceus manyar";1988
"SAUDI ARABIA";"Psittacula krameri";2005
"SAUDI ARABIA";"Pycnonotus leucogenys";1996
"SAUDI ARABIA";"Sturnus contra";1998
"SENEGAL";"Columba livia";1996
"SENEGAL";"Passer domesticus";1970
"SERBIA";"Columba livia";1996
"SERBIA";"Phasianus colchicus";1998
"SEYCHELLES";"Acridotheres tristis";1762
"SEYCHELLES";"Agapornis canus";1906
"SEYCHELLES";"Bubulcus ibis";1878
"SEYCHELLES";"Columba livia";1975
"SEYCHELLES";"Corvus splendens";2009
"SEYCHELLES";"Estrilda astrild";1768
"SEYCHELLES";"Foudia madagascariensis";1860
"SEYCHELLES";"Foudia sechellarum";2010
"SEYCHELLES";"Francolinus pondicerianus";1872
"SEYCHELLES";"Geopelia striata";1963
"SEYCHELLES";"Lonchura punctulata";1993
"SEYCHELLES";"Nesoenas picturata";1849
"SEYCHELLES";"Padda oryzivora";1996
"SEYCHELLES";"Passer domesticus";1969
"SEYCHELLES";"Pycnonotus jocosus";1976
"SEYCHELLES";"Serinus mozambicus";1977
"SEYCHELLES";"Tyto alba";1951
"SIERRA LEONE";"Columba livia";1996
"SINGAPORE";"Acridotheres cinereus";1999
"SINGAPORE";"Acridotheres cristatellus";1919
"SINGAPORE";"Acridotheres fuscus";1981
"SINGAPORE";"Acridotheres javanicus";1915
"SINGAPORE";"Acridotheres tristis";1935
"SINGAPORE";"Amandava amandava";1982
"SINGAPORE";"Bubulcus ibis";2004
"SINGAPORE";"Cacatua goffiniana";1980
"SINGAPORE";"Cacatua sanguinea";1979
"SINGAPORE";"Cacatua sulphurea";1926
"SINGAPORE";"Columba livia";1958
"SINGAPORE";"Corvus splendens";1790
"SINGAPORE";"Dendrocygna arcuata";1988
"SINGAPORE";"Eos bornea";2003
"SINGAPORE";"Eudynamys scolopaceus";1979
"SINGAPORE";"Garrulax canorus";1981
"SINGAPORE";"Garrulax leucolophus";1979
"SINGAPORE";"Lonchura leucogastroides";1910
"SINGAPORE";"Lonchura punctulata";1930
"SINGAPORE";"Megalaima lineata";1996
"SINGAPORE";"Oriolus chinensis";1939
"SINGAPORE";"Padda oryzivora";1839
"SINGAPORE";"Passer domesticus";1995
"SINGAPORE";"Passer montanus";1600
"SINGAPORE";"Ploceus manyar";1997
"SINGAPORE";"Psittacula alexandri";1943
"SINGAPORE";"Psittacula krameri";1950
"SINGAPORE";"Pycnonotus aurigaster";1923
"SINGAPORE";"Pycnonotus jocosus";1912
"SINGAPORE";"Pycnonotus melanicterus";1988
"SINGAPORE";"Streptopelia tranquebarica";1940
"SINGAPORE";"Sturnus melanopterus";1993
"SINGAPORE";"Threskiornis melanocephalus";2003
"SINGAPORE";"Trichoglossus haematodus";2006
"SINGAPORE";"Tyto alba";2006
"SINGAPORE";"Zosterops japonicus";2000
"SLOVAKIA";"Columba livia";1996
"SLOVAKIA";"Phasianus colchicus";1998
"SLOVENIA";"Columba livia";1996
"SLOVENIA";"Phasianus colchicus";1998
"SOLOMON ISLANDS";"Acridotheres tristis";1920
"SOLOMON ISLANDS";"Manorina melanocephala";1957
"SOMALIA";"Columba livia";1996
"SOMALIA";"Corvus splendens";1986
"SOUTH AFRICA";"Acridotheres tristis";1888
"SOUTH AFRICA";"Agapornis roseicollis";1982
"SOUTH AFRICA";"Alectoris chukar";1964
"SOUTH AFRICA";"Alectoris graeca";1971
"SOUTH AFRICA";"Anas platyrhynchos";1978
"SOUTH AFRICA";"Carduelis chloris";1981
"SOUTH AFRICA";"Columba livia";1652
"SOUTH AFRICA";"Corvus splendens";1890
"SOUTH AFRICA";"Cygnus olor";1979
"SOUTH AFRICA";"Francolinus capensis";2002
"SOUTH AFRICA";"Fringilla coelebs";1895
"SOUTH AFRICA";"Numida meleagris";1855
"SOUTH AFRICA";"Paroaria coronata";1957
"SOUTH AFRICA";"Passer domesticus";1880
"SOUTH AFRICA";"Pavo cristatus";2002
"SOUTH AFRICA";"Phasianus colchicus";1932
"SOUTH AFRICA";"Psittacula krameri";1851
"SOUTH AFRICA";"Sturnus vulgaris";1850
"SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS";"Columba livia";1968
"SPAIN";"Acridotheres tristis";1993
"SPAIN";"Alectoris barbara";1450
"SPAIN";"Alectoris rufa";1866
"SPAIN";"Amandava amandava";1973
"SPAIN";"Aratinga acuticaudata";2002
"SPAIN";"Aratinga erythrogenys";1991
"SPAIN";"Aratinga mitrata";2005
"SPAIN";"Carduelis carduelis";1997
"SPAIN";"Columba livia";1996
"SPAIN";"Cygnus olor";1993
"SPAIN";"Estrilda astrild";1970
"SPAIN";"Estrilda melpoda";1990
"SPAIN";"Estrilda troglodytes";1984
"SPAIN";"Euplectes afer";2003
"SPAIN";"Myiopsitta monachus";1974
"SPAIN";"Nandayus nenday";1994
"SPAIN";"Oxyura jamaicensis";1973
"SPAIN";"Passer domesticus";1997
"SPAIN";"Passer hispaniolensis";1810
"SPAIN";"Phasianus colchicus";1998
"SPAIN";"Ploceus galbula";2003
"SPAIN";"Psittacula krameri";1982
"SPAIN";"Streptopelia risoria";2005
"SPAIN";"Streptopelia roseogrisea";1998
"SPAIN";"Threskiornis aethiopicus";1975
"SRI LANKA";"Columba livia";1996
"SRI LANKA";"Padda oryzivora";1869
"SRI LANKA";"Pelecanus philippensis";2005
"SRI LANKA";"Stigmatopelia chinensis";2001
"SUDAN";"Columba livia";1996
"SUDAN";"Corvus splendens";1890
"SWAZILAND";"Acridotheres tristis";2001
"SWAZILAND";"Columba livia";2005
"SWAZILAND";"Passer domesticus";1890
"SWEDEN";"Branta canadensis";1929
"SWEDEN";"Branta hutchinsii";1945
"SWEDEN";"Branta leucopsis";1997
"SWEDEN";"Columba livia";1996
"SWEDEN";"Phasianus colchicus";1740
"SWITZERLAND";"Aix galericulata";1969
"SWITZERLAND";"Columba livia";1996
"SWITZERLAND";"Cygnus olor";1850
"SWITZERLAND";"Phasianus colchicus";1642
"SWITZERLAND";"Tadorna ferruginea";1988
"SYRIAN ARAB REPUBLIC";"Columba livia";1996
"TAIWAN, PROVINCE OF CHINA";"Acridotheres fuscus";1999
"TAIWAN, PROVINCE OF CHINA";"Acridotheres ginginianus";2009
"TAIWAN, PROVINCE OF CHINA";"Acridotheres grandis";2009
"TAIWAN, PROVINCE OF CHINA";"Acridotheres javanicus";1999
"TAIWAN, PROVINCE OF CHINA";"Acridotheres tristis";1999
"TAIWAN, PROVINCE OF CHINA";"Amandava amandava";2009
"TAIWAN, PROVINCE OF CHINA";"Aplonis panayensis";2001
"TAIWAN, PROVINCE OF CHINA";"Cacatua alba";2009
"TAIWAN, PROVINCE OF CHINA";"Cacatua galerita";2006
"TAIWAN, PROVINCE OF CHINA";"Cacatua goffiniana";2009
"TAIWAN, PROVINCE OF CHINA";"Cacatua sulphurea";2006
"TAIWAN, PROVINCE OF CHINA";"Columba livia";1996
"TAIWAN, PROVINCE OF CHINA";"Copsychus malabaricus";1988
"TAIWAN, PROVINCE OF CHINA";"Copsychus saularis";2009
"TAIWAN, PROVINCE OF CHINA";"Cyanopica cyanus";2009
"TAIWAN, PROVINCE OF CHINA";"Eos bornea";2009
"TAIWAN, PROVINCE OF CHINA";"Estrilda astrild";2005
"TAIWAN, PROVINCE OF CHINA";"Estrilda melpoda";2009
"TAIWAN, PROVINCE OF CHINA";"Garrulax canorus";1975
"TAIWAN, PROVINCE OF CHINA";"Garrulax chinensis";2009
"TAIWAN, PROVINCE OF CHINA";"Gracula religiosa";1999
"TAIWAN, PROVINCE OF CHINA";"Lonchura atricapilla";2005
"TAIWAN, PROVINCE OF CHINA";"Lonchura maja";2005
"TAIWAN, PROVINCE OF CHINA";"Lonchura malabarica";2005
"TAIWAN, PROVINCE OF CHINA";"Melopsittacus undulatus";2009
"TAIWAN, PROVINCE OF CHINA";"Padda oryzivora";1981
"TAIWAN, PROVINCE OF CHINA";"Passer montanus";1728
"TAIWAN, PROVINCE OF CHINA";"Pica pica";2009
"TAIWAN, PROVINCE OF CHINA";"Ploceus intermedius";2009
"TAIWAN, PROVINCE OF CHINA";"Psittacula krameri";2009
"TAIWAN, PROVINCE OF CHINA";"Sturnus contra";2009
"TAIWAN, PROVINCE OF CHINA";"Sturnus malabaricus";2009
"TAIWAN, PROVINCE OF CHINA";"Sturnus nigricollis";1999
"TAIWAN, PROVINCE OF CHINA";"Threskiornis aethiopicus";2009
"TAIWAN, PROVINCE OF CHINA";"Urocissa erythrorhyncha";2009
"TAJIKISTAN";"Columba livia";1996
"TANZANIA, UNITED REPUBLIC OF";"Agapornis fischeri";1982
"TANZANIA, UNITED REPUBLIC OF";"Agapornis personatus";1998
"TANZANIA, UNITED REPUBLIC OF";"Columba livia";1982
"TANZANIA, UNITED REPUBLIC OF";"Corvus splendens";1890
"TANZANIA, UNITED REPUBLIC OF";"Francolinus hildebrandti";1982
"TANZANIA, UNITED REPUBLIC OF";"Lonchura fringilloides";1936
"TANZANIA, UNITED REPUBLIC OF";"Padda oryzivora";1857
"TANZANIA, UNITED REPUBLIC OF";"Passer domesticus";1900
"TANZANIA, UNITED REPUBLIC OF";"Psittacula krameri";1934
"TANZANIA, UNITED REPUBLIC OF";"Serinus dorsostriatus";2010
"TANZANIA, UNITED REPUBLIC OF";"Serinus mozambicus";1982
"TANZANIA, UNITED REPUBLIC OF";"Stigmatopelia senegalensis";1957
"TANZANIA, UNITED REPUBLIC OF";"Uraeginthus angolensis";1993
"THAILAND";"Columba livia";1996
"THAILAND";"Garrulax leucolophus";2005
"THAILAND";"Geopelia striata";1915
"THAILAND";"Padda oryzivora";1900
"THAILAND";"Psittacula krameri";2005
"THAILAND";"Pycnonotus aurigaster";1988
"TOGO";"Columba livia";2005
"TONGA";"Acridotheres fuscus";1998
"TONGA";"Columba livia";1987
"TONGA";"Gallus gallus";1987
"TONGA";"Megapodius pritchardii";1993
"TONGA";"Prosopeia tabuensis";1750
"TONGA";"Pycnonotus cafer";1928
"TONGA";"Sturnus vulgaris";1976
"TRINIDAD AND TOBAGO";"Amazona ochrocephala";1991
"TRINIDAD AND TOBAGO";"Aratinga pertinax";2003
"TRINIDAD AND TOBAGO";"Bubulcus ibis";1981
"TRINIDAD AND TOBAGO";"Carduelis cucullata";2006
"TRINIDAD AND TOBAGO";"Columba livia";1981
"TRINIDAD AND TOBAGO";"Estrilda astrild";1982
"TRINIDAD AND TOBAGO";"Forpus passerinus";1991
"TRINIDAD AND TOBAGO";"Jacana jacana";1974
"TRINIDAD AND TOBAGO";"Mimus gilvus";1956
"TRINIDAD AND TOBAGO";"Molothrus bonariensis";2005
"TRINIDAD AND TOBAGO";"Pitangus sulphuratus";2003
"TRINIDAD AND TOBAGO";"Porphyrio flavirostris";2003
"TRINIDAD AND TOBAGO";"Quiscalus lugubris";1905
"TRINIDAD AND TOBAGO";"Sicalis flaveola";1958
"TRINIDAD AND TOBAGO";"Streptopelia decaocto";2003
"TRINIDAD AND TOBAGO";"Thraupis palmarum";2003
"TUNISIA";"Columba livia";1996
"TUNISIA";"Corvus monedula";1981
"TURKEY";"Columba livia";1996
"TURKEY";"Phasianus colchicus";1970
"TURKEY";"Psittacula krameri";1975
"TURKMENISTAN";"Columba livia";1996
"TURKS AND CAICOS ISLANDS";"Bubulcus ibis";2003
"TURKS AND CAICOS ISLANDS";"Columba livia";1987
"TURKS AND CAICOS ISLANDS";"Gallus gallus";1987
"TURKS AND CAICOS ISLANDS";"Numida meleagris";1972
"UGANDA";"Columba livia";1982
"UGANDA";"Psittacula krameri";1982
"UKRAINE";"Alectoris chukar";1947
"UKRAINE";"Alectoris graeca";1981
"UKRAINE";"Branta canadensis";1995
"UKRAINE";"Columba livia";1996
"UKRAINE";"Phasianus colchicus";1998
"UNITED ARAB EMIRATES";"Acridotheres ginginianus";1975
"UNITED ARAB EMIRATES";"Acridotheres tristis";1976
"UNITED ARAB EMIRATES";"Alectoris chukar";1550
"UNITED ARAB EMIRATES";"Alopochen aegyptiaca";1976
"UNITED ARAB EMIRATES";"Amandava amandava";1988
"UNITED ARAB EMIRATES";"Columba livia";1996
"UNITED ARAB EMIRATES";"Corvus splendens";1959
"UNITED ARAB EMIRATES";"Francolinus francolinus";1975
"UNITED ARAB EMIRATES";"Francolinus pondicerianus";1975
"UNITED ARAB EMIRATES";"Lonchura punctulata";1985
"UNITED ARAB EMIRATES";"Phoenicopterus roseus";2005
"UNITED ARAB EMIRATES";"Ploceus intermedius";1984
"UNITED ARAB EMIRATES";"Ploceus jacksoni";1991
"UNITED ARAB EMIRATES";"Ploceus manyar";1981
"UNITED ARAB EMIRATES";"Psittacula eupatria";1984
"UNITED ARAB EMIRATES";"Psittacula krameri";1970
"UNITED ARAB EMIRATES";"Pycnonotus cafer";1974
"UNITED ARAB EMIRATES";"Pycnonotus jocosus";1985
"UNITED ARAB EMIRATES";"Sturnus contra";1989
"UNITED KINGDOM";"Aix galericulata";1650
"UNITED KINGDOM";"Alectoris chukar";1928
"UNITED KINGDOM";"Alectoris graeca";1977
"UNITED KINGDOM";"Alectoris rufa";1673
"UNITED KINGDOM";"Alopochen aegyptiaca";1650
"UNITED KINGDOM";"Anas strepera";1850
"UNITED KINGDOM";"Anser indicus";1990
"UNITED KINGDOM";"Athene noctua";1790
"UNITED KINGDOM";"Branta canadensis";1650
"UNITED KINGDOM";"Branta hutchinsii";1750
"UNITED KINGDOM";"Branta leucopsis";1979
"UNITED KINGDOM";"Bubo bubo";1983
"UNITED KINGDOM";"Cairina moschata";1981
"UNITED KINGDOM";"Chen caerulescens";1980
"UNITED KINGDOM";"Chrysolophus amherstiae";1850
"UNITED KINGDOM";"Chrysolophus pictus";1845
"UNITED KINGDOM";"Colinus virginianus";1956
"UNITED KINGDOM";"Columba livia";1299
"UNITED KINGDOM";"Cygnus atratus";1791
"UNITED KINGDOM";"Egretta garzetta";1950
"UNITED KINGDOM";"Myiopsitta monachus";1988
"UNITED KINGDOM";"Netta rufina";1900
"UNITED KINGDOM";"Nycticorax nycticorax";1955
"UNITED KINGDOM";"Oxyura jamaicensis";1935
"UNITED KINGDOM";"Phasianus colchicus";1054
"UNITED KINGDOM";"Phasianus versicolor";1840
"UNITED KINGDOM";"Psittacula krameri";1854
"UNITED KINGDOM";"Streptopelia decaocto";1981
"UNITED KINGDOM";"Syrmaticus reevesii";1870
"UNITED STATES Alabama";"Streptopelia roseogrisea";2005
"UNITED STATES Alabama";"Columba livia";1900
"UNITED STATES Alabama";"Cygnus olor";2005
"UNITED STATES Alabama";"Myiopsitta monachus";2004
"UNITED STATES Alabama";"Passer domesticus";1865
"UNITED STATES Alabama";"Phasianus colchicus";1928
"UNITED STATES Alabama";"Streptopelia decaocto";1981
"UNITED STATES Alabama";"Streptopelia risoria";2005
"UNITED STATES Alabama";"Sturnus vulgaris";1918
"UNITED STATES Alaska";"Dendragapus canadensis";1957
"UNITED STATES Alaska";"Columba livia";1900
"UNITED STATES Alaska";"Passer domesticus";2010
"UNITED STATES Alaska";"Sturnus vulgaris";1952
"UNITED STATES Arizona";"Agapornis roseicollis";1998
"UNITED STATES Arizona";"Callipepla californica";2004
"UNITED STATES Arizona";"Rhynchopsitta pachyrhyncha";1986
"UNITED STATES Arizona";"Stigmatopelia chinensis";1920
"UNITED STATES Arizona";"Columba livia";1900
"UNITED STATES Arizona";"Callipepla gambelii";1928
"UNITED STATES Arizona";"Colinus virginianus";1865
"UNITED STATES Arizona";"Passer domesticus";1904
"UNITED STATES Arizona";"Phasianus colchicus";1912
"UNITED STATES Arizona";"Sturnus vulgaris";1946
"UNITED STATES Arizona";"Branta canadensis";1966
"UNITED STATES Arkansas";"Columba livia";1900
"UNITED STATES Arkansas";"Cygnus olor";2010
"UNITED STATES Arkansas";"Passer domesticus";1865
"UNITED STATES Arkansas";"Phasianus colchicus";1928
"UNITED STATES Arkansas";"Streptopelia decaocto";1979
"UNITED STATES Arkansas";"Sturnus vulgaris";1933
"UNITED STATES Arkansas";"Bonasa umbellus";2010
"UNITED STATES California";"Mimus polyglottos";1891
"UNITED STATES California";"Alectoris graeca";1974
"UNITED STATES California";"Amazona autumnalis";1968
"UNITED STATES California";"Amazona finschi";1974
"UNITED STATES California";"Amazona oratrix";1962
"UNITED STATES California";"Amazona viridigenalis";1963
"UNITED STATES California";"Aratinga acuticaudata";1983
"UNITED STATES California";"Aratinga erythrogenys";1983
"UNITED STATES California";"Aratinga mitrata";1980
"UNITED STATES California";"Brotogeris chiriri";1969
"UNITED STATES California";"Brotogeris versicolurus";1971
"UNITED STATES California";"Callipepla californica";1874
"UNITED STATES California";"Callipepla gambelii";1928
"UNITED STATES California";"Cardinalis cardinalis";1880
"UNITED STATES California";"Estrilda melpoda";1981
"UNITED STATES California";"Euplectes franciscanus";1982
"UNITED STATES California";"Francolinus pondicerianus";1981
"UNITED STATES California";"Gymnogyps californianus";1991
"UNITED STATES California";"Meleagris gallopavo";1967
"UNITED STATES California";"Melopsittacus undulatus";1935
"UNITED STATES California";"Nandayus nenday";1968
"UNITED STATES California";"Ocyphaps lophotes";1928
"UNITED STATES California";"Pavo cristatus";1930
"UNITED STATES California";"Psittacula krameri";1956
"UNITED STATES California";"Pycnonotus cafer";1960
"UNITED STATES California";"Pycnonotus jocosus";1968
"UNITED STATES California";"Stigmatopelia chinensis";1915
"UNITED STATES California";"Zosterops japonicus";1983
"UNITED STATES California";"Columba livia";1900
"UNITED STATES California";"Lagopus leucura";1975
"UNITED STATES California";"Myiopsitta monachus";1972
"UNITED STATES California";"Oreortyx pictus";2004
"UNITED STATES California";"Passer domesticus";1850
"UNITED STATES California";"Phasianus colchicus";1880
"UNITED STATES California";"Streptopelia decaocto";1981
"UNITED STATES California";"Streptopelia risoria";1929
"UNITED STATES California";"Streptopelia roseogrisea";2005
"UNITED STATES California";"Sturnus vulgaris";1942
"UNITED STATES California";"Alectoris chukar";1925
"UNITED STATES Colorado";"Columba livia";1900
"UNITED STATES Colorado";"Callipepla gambelii";1973
"UNITED STATES Colorado";"Colinus virginianus";1865
"UNITED STATES Colorado";"Passer domesticus";1898
"UNITED STATES Colorado";"Phasianus colchicus";1875
"UNITED STATES Colorado";"Streptopelia decaocto";1979
"UNITED STATES Colorado";"Sturnus vulgaris";1938
"UNITED STATES Colorado";"Alectoris chukar";1960
"UNITED STATES Connecticut";"Columba livia";1900
"UNITED STATES Connecticut";"Cygnus olor";2005
"UNITED STATES Connecticut";"Myiopsitta monachus";1973
"UNITED STATES Connecticut";"Passer domesticus";1855
"UNITED STATES Connecticut";"Phasianus colchicus";1928
"UNITED STATES Connecticut";"Sturnus vulgaris";1908
"UNITED STATES Delaware";"Columba livia";1900
"UNITED STATES Delaware";"Cygnus olor";2010
"UNITED STATES Delaware";"Myiopsitta monachus";2004
"UNITED STATES Delaware";"Passer domesticus";1855
"UNITED STATES Delaware";"Phasianus colchicus";1928
"UNITED STATES Delaware";"Phasianus versicolor";1960
"UNITED STATES Delaware";"Sturnus vulgaris";1952
"UNITED STATES District of Columbia";"Columba livia";1900
"UNITED STATES District of Columbia";"Myiopsitta monachus";1998
"UNITED STATES District of Columbia";"Passer domesticus";1855
"UNITED STATES District of Columbia";"Phasianus colchicus";1928
"UNITED STATES District of Columbia";"Sturnus vulgaris";1952
"UNITED STATES Florida";"Acridotheres tristis";1983
"UNITED STATES Florida";"Amazona amazonica";1974
"UNITED STATES Florida";"Amazona oratrix";1973
"UNITED STATES Florida";"Amazona viridigenalis";1965
"UNITED STATES Florida";"Anas platyrhynchos";1860
"UNITED STATES Florida";"Ara severus";1978
"UNITED STATES Florida";"Aratinga acuticaudata";1983
"UNITED STATES Florida";"Aratinga canicularis";1981
"UNITED STATES Florida";"Aratinga erythrogenys";1984
"UNITED STATES Florida";"Aratinga mitrata";1986
"UNITED STATES Florida";"Aratinga pertinax";1973
"UNITED STATES Florida";"Aratinga weddellii";1985
"UNITED STATES Florida";"Brotogeris chiriri";1965
"UNITED STATES Florida";"Brotogeris versicolurus";1965
"UNITED STATES Florida";"Cacatua galerita";1955
"UNITED STATES Florida";"Cairina moschata";1967
"UNITED STATES Florida";"Carpodacus mexicanus";1945
"UNITED STATES Florida";"Dendrocygna autumnalis";1966
"UNITED STATES Florida";"Dendrocygna bicolor";1950
"UNITED STATES Florida";"Francolinus francolinus";1960
"UNITED STATES Florida";"Gracula religiosa";1969
"UNITED STATES Florida";"Icterus pectoralis";1940
"UNITED STATES Florida";"Lonchura punctulata";1963
"UNITED STATES Florida";"Melopsittacus undulatus";1939
"UNITED STATES Florida";"Nandayus nenday";1900
"UNITED STATES Florida";"Padda oryzivora";2006
"UNITED STATES Florida";"Paroaria coronata";1961
"UNITED STATES Florida";"Pavo cristatus";1973
"UNITED STATES Florida";"Phoenicopterus ruber";1930
"UNITED STATES Florida";"Porphyrio porphyrio";1996
"UNITED STATES Florida";"Psittacula krameri";1935
"UNITED STATES Florida";"Pycnonotus cafer";1960
"UNITED STATES Florida";"Pycnonotus jocosus";1959
"UNITED STATES Florida";"Streptopelia roseogrisea";2005
"UNITED STATES Florida";"Thraupis episcopus";1981
"UNITED STATES Florida";"Zenaida asiatica";1959
"UNITED STATES Florida";"Columba livia";1801
"UNITED STATES Florida";"Cygnus olor";1957
"UNITED STATES Florida";"Myiopsitta monachus";1969
"UNITED STATES Florida";"Passer domesticus";1882
"UNITED STATES Florida";"Phasianus colchicus";1928
"UNITED STATES Florida";"Streptopelia decaocto";1979
"UNITED STATES Florida";"Streptopelia risoria";1922
"UNITED STATES Florida";"Sturnus vulgaris";1918
"UNITED STATES Florida";"Branta canadensis";2010
"UNITED STATES Georgia";"Ortalis vetula";1923
"UNITED STATES Georgia";"Columba livia";1900
"UNITED STATES Georgia";"Myiopsitta monachus";2005
"UNITED STATES Georgia";"Passer domesticus";1865
"UNITED STATES Georgia";"Phasianus colchicus";1887
"UNITED STATES Georgia";"Streptopelia decaocto";1979
